Id,Identifier,Title,Description,Thumbnail,PlaylistIdentifier,ClusterId,SubscriberCount,UpdatedStatisticDate,VideoCount,ViewCount
67,UC5B27ZdPle33KaQqsisR3mQ,Brent Ozar Unlimited,Learn to make Microsoft SQL Server go faster.,https://yt3.ggpht.com/ytc/AIdro_lxYI07xL5o1KLttdz950GtYU_ncvJ6NKDTBW4NRvUE=s800-c-k-c0x00ffffff-no-rj,UU5B27ZdPle33KaQqsisR3mQ,1,45000,2024-05-20 17:31:11.8635719,576,3285850
68,UCsMica-v34Irf9KVTh6xx-g,Microsoft Developer,"Official Microsoft Developer YouTube channel! Featuring live events, tips and tutorials, product news and more to help you explore, discover, and build solutions - using your favorite languages, technologies, and open-source frameworks.

More information visit https://developer.microsoft.com 
",https://yt3.ggpht.com/SpyXjT7ErAqNPxZW1Ch4x7Tpt-Fz1CcEGKvCV2VsOFlzmCGf5wOzp1OiW9vKfdp0X6AmFw5sGA=s800-c-k-c0x00ffffff-no-rj,UUsMica-v34Irf9KVTh6xx-g,1,525000,2024-05-20 17:31:11.9892133,6950,42117910
69,UCsvqVGtbbyHaMoevxPAq9Fg,Simplilearn,"Simplilearn is the world’s #1 online Bootcamp and one of the world’s leading certification training providers. Based in San Francisco, California, and Bangalore, India, we provide training in areas where technologies and best practices are changing rapidly, and the demand for qualified candidates significantly exceeds the supply. We have trained over 3,000,000 professionals, have over 2000 qualified trainers on board, and offer over 400 courses with 40 plus global accreditations. With live instructions from leading experts, interactive labs & projects, peer-to-peer collaboration, on-demand lessons, and 24/7 learning support, we provide learners with a comprehensive curriculum at a fraction of the cost of an on-campus program. 

For more information, visit https://www.simplilearn.com/
Our FREE courses via SkillUp by Simplilearn now come with Completion Certificates! :https://www.simplilearn.com/skillup-free-online-courses

",https://yt3.ggpht.com/7q9t5rjeujEZYqY1xMLn0mvT4Zc6MaZBYgtseDL2_Zh42AOhMze8ep7BUKdR5FnxytMy3csj=s800-c-k-c0x00ffffff-no-rj,UUsvqVGtbbyHaMoevxPAq9Fg,1,4050000,2024-05-20 17:31:15.7676925,7511,358316866
70,UC5AMiWqFVFxF1q9Ya1FuZ_Q,OktaDev,"Okta is an independent, platform-neutral identity company. We envision a world where everyone is free to safely use any technology. We build authentication, authorization, social login, single sign-on, multi-factor authentication, API key management, and other essential identity services so you can focus on developing innovative products and experiences for employees, customers, and users.  

- Our Customer Identity Cloud (you may know us as Auth0 by Okta) serves Consumer and SaaS applications across every industry. Auth0 by Okta provides authentication, authorization, and secure access for apps, devices and users. 

- Okta's Workforce Identity Cloud allows companies to secure employees, contractors, and partners with varying levels of access wherever they are.

Explore the service that's right for you. 

Register for a free-trial developer account at: https://www.okta.com/free-trial/ 


",https://yt3.ggpht.com/EnC6zgmVpPz4CONjyZ-BOInEOtZ5FoKtnzXqPvtilAeJ0nDFSSHVM-3CIoCWsSlJmAJySopAng=s800-c-k-c0x00ffffff-no-rj,UU5AMiWqFVFxF1q9Ya1FuZ_Q,1,55600,2024-05-20 17:31:16.4040522,485,5592336
71,UC3NDbeN0Jq_InNAhiJtvHcQ,fwdays,"Дивіться найкращі технічні доповіді з технологічних заходів Fwdays, включаючи подкаст Fwdays Tech Talks 🧑‍💻

🚀 Вивчайте трендові теми разом з нашими експертами:
- Frontend (JavaScript, TypeScript, Node, React, Vue тощо)
- Backend (.Net. Python, PHP, Java тощо)
- Архітектурні теми 
- Високонавантажені системи
- Data Science, AI

Зв'яжіться з нами для партнерства 📩

Підтримайте 🇺🇦 та насолоджуйтесь переглядом 😎




",https://yt3.ggpht.com/F4vB0jiJTLiHS0ekoFq-ZrSfsvBx8skPrqf2KVAuJeO_C8grQfVdEqiHKIWZuaF62ebalgEI71Y=s800-c-k-c0x00ffffff-no-rj,UU3NDbeN0Jq_InNAhiJtvHcQ,2,21000,2024-05-13 16:06:23.2368959,1091,2426512
72,UCs5Y5_7XK8HLDX0SLNwkd3w,Visual Studio Code,"Microsoft Visual Studio Code is a free, powerful, lightweight code editor for Windows, macOS and Linux. Based on open source, it is highly customizable with over 25,000 extensions, for every developer and every programming language.

Free download and documentation: https://code.visualstudio.com",https://yt3.ggpht.com/_q52i8bUAEvcb7JR4e-eNTv23y2A_wg5sCz0NC0GrGtcw1CRMWJSOPVHUDh_bngD0q4gMvVeoA=s800-c-k-c0x00ffffff-no-rj,UUs5Y5_7XK8HLDX0SLNwkd3w,1,487000,2024-05-20 17:31:16.9518670,889,62602719
73,UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org,Learn to code for free.,https://yt3.ggpht.com/ytc/AIdro_nFNsnkrn5f2X1v1ww_s1h93T3MEN7pTsPpJMMQBe68HsA=s800-c-k-c0x00ffffff-no-rj,UU8butISFwT-Wl7EV0hUK0BQ,1,9470000,2024-05-20 17:31:17.6478674,1652,711297195
74,UCQYMhOMi_Cdj1CEAU-fv80A,Neso Academy,"#RedefiningEducation

Embarking on a mission to make education accessible, we strive to offer free and subsidized learning opportunities. Our belief resonates with the notion that the true world of knowledge extends beyond the confines of expensive institutions. Dedicated to supporting you in every conceivable way, we take a small but impactful step towards educating the world. Together, let's redefine education and empower individuals on their educational odyssey. Join us and become an integral part of our creative community.

Explore our diverse offerings:
 ► Engineering Lectures
 ► Competitive Exam Preparation

""Everyone is unique and talented; all you require are passion and curiosity.""

~WE'RE HIRING~
https://www.nesoacademy.org/careers

~DOWNLOAD THE APP~
https://play.google.com/store/apps/details?id=org.nesoacademy

For enquiries:  nesoacademy@gmail.com",https://yt3.ggpht.com/3SgZOlTEAvVcM9oOejNscnloM-1RfcEEYZwKjQ-WUbM6NDItxjYgOTMwrge4eAPCOefWH7eoUw=s800-c-k-c0x00ffffff-no-rj,UUQYMhOMi_Cdj1CEAU-fv80A,1,2540000,2024-05-20 17:31:19.7397002,2642,569328944
75,UCsrVDPJBYeXItETFHG0qzyw,Web Dev Cody,"This channel is a collection of various programming videos, tutorials, projects, talks, or anything software engineering and programming related.  If you are new to coding and want to learn how to program or get a job in the industry, be sure to subscribe to my channel.  There is a lot of great content on this channel to help you out in your coding goals.",https://yt3.ggpht.com/SS6r1UH6bN7grQzwwSeWM6jaBwYmNlsSvsf9qTxa7cdvrPItESbpH0qdmcK4qIXMsqwcO5jVPks=s800-c-k-c0x00ffffff-no-rj,UUsrVDPJBYeXItETFHG0qzyw,1,213000,2024-05-20 17:31:21.1213672,921,18438907
76,UCH912uDFX3sIaPXMrJa9X_w,Questpond,"Questpond is an online education firm specialised in IT programming training. Our journey started 15 years ago with the one single goal of creating quality step-by-step IT with interview question and answer programming-related lessons.
We specialize in e-learning, online training, and offline in-class training.

Our Goal : To empower a whole generation to CODE, LEARN AND BUILD.

For Training / Business Queries, you can contact us on : 

🌐 Website : www.questpond.com
📱 Mob. No. :  +91-9967590707 /  +91 7700975156 / +91-22-49786776
📧 Email :  questpond@questpond.com / questpond@gmail.com / questpond@yahoo.com
📍 Address :  3D4, 3rd Floor, D-Wing, Gundecha Onclave, Kherani Road, Next to Post Office, Sakinaka, Andheri (East), Mumbai - 400072.

Share, Support, Subscribe and Connect us on!!!

YouTube:  https://www.youtube.com/questpondvideos
Twitter:  https://twitter.com/questpond
Instagram : https://www.instagram.com/questpond/
Facebook  : https://www.facebook.com/Questpond/
",https://yt3.ggpht.com/_uZyfmo8qAwbG9O0EeORSSjKH2e_O40nDVVBm2Qk553nAF7eWeeTSZ5ziJLLSDO-xLzUjbjSXA=s800-c-k-c0x00ffffff-no-rj,UUH912uDFX3sIaPXMrJa9X_w,1,203000,2024-05-20 17:31:21.2461645,467,19041259
77,UCbVZdLngJH6KOJvpAOO3qTw,Joshua Morony,I think the web is cool and like to use it wherever I can. Check out my advanced Ionic tutorials at http://eliteionic.com.,https://yt3.ggpht.com/ytc/AIdro_k8my_tmix5ihzXepDQ78FiMtvv-nZCU2Ld8mrxn5s6vR4=s800-c-k-c0x00ffffff-no-rj,UUbVZdLngJH6KOJvpAOO3qTw,1,72900,2024-05-20 17:31:21.3715366,331,7262777
78,UCKAnlsYZnqSq8iLOdxoITpQ,DotNet Real world example,"Join us on a journey through the versatile world of .Net and its wide range of technologies, including ASP.NET, .NET Core, and more. Whether you're a seasoned developer or a beginner, our video series, such as 'Exploring .Net: Real World Example Demystified,' offers practical insights and real-world applications. Dive into the power of .Net, bridge theory and practice, and discover how to master its intricacies. Explore its capabilities in building practical solutions, connecting the dots in real-world use cases, and innovating across ASP.NET, .NET Core, and other .Net technologies. Enhance your skills and tackle real-world challenges with the flexibility of .Net's technology stack.
.net,.net core api, .net blazor, .net mvc, .net maui, .net maui hybrid, sqlite,sqlserver,Mongo dB, azure function, angular,blazor web assembly,.net minimal api etc",https://yt3.ggpht.com/GQa_CeNuQkJTT4cwQi30X1aZcyWxdNp0H7fERtQRzUVvI-OTt74Fj8H23vwzSVA4kMw4LfxKMA=s800-c-k-c0x00ffffff-no-rj,UUKAnlsYZnqSq8iLOdxoITpQ,1,2880,2024-05-20 17:31:21.9767817,248,178795
79,UCd6MoB9NC6uYN2grvUNT-Zg,Amazon Web Services,"The official YouTube channel for Amazon Web Services (AWS). 

Amazon Web Services offers a complete set of infrastructure and application services that enable you to run virtually everything in the cloud: from enterprise applications and big data projects to social games and mobile apps. Explore how millions of customers — including the fastest-growing startups, largest enterprises, and leading government agencies — are using AWS to lower costs, become more agile, and innovate faster. 
",https://yt3.ggpht.com/HRJKaJg70sqBrCNh7Tf2RSjXTb_5hCUn7Hht7mxUJMg77EWkihh55JklD-KhwAMhwY31ox5O=s800-c-k-c0x00ffffff-no-rj,UUd6MoB9NC6uYN2grvUNT-Zg,1,746000,2024-05-20 17:26:30.0781297,16471,182450892
80,UC2EsmbKnDNE7y1N3nZYCuGw,ExamPro,"ExamPro creates educational content specific to Cloud Computing for the purpose of practical Cloud Computing Knowledge and for Certification. ExamPro is not just videos on YouTube we are a learning platform for cloud computing where you can sign up and do practice exams, flashcards, journey paths, premium video content and more.",https://yt3.ggpht.com/Cp5qTPY5Riz_MkI-WgSShDIfddjKlO7NYpWu-uYABE7ghCHFuF2LGAPRovaJ8DNGxswIkWGv1Q=s800-c-k-c0x00ffffff-no-rj,UU2EsmbKnDNE7y1N3nZYCuGw,1,34300,2024-05-23 08:05:47.7760331,4113,4249220
81,UCyU5wkjgQYGRB0hIHMwm2Sg,Syntax,"Hosted by Wes Bos and Scott Tolinski since 2017, Syntax has published over 600 podcast episodes on full-stack web development, covering everything from HTML, CSS, JavaScript, server side languages, databases, deployment environments, and more.

In 2023 Syntax.fm joined forces with Level Up Tutorials adding 2000+ free video tutorials to our library.

Wes Bos is co-host of Syntax and a web development educator. Constantly learning, he creates web development courses focused on JavaScript, TypeScript, React, CSS, Node.js and whatever else comes his way.

Scott Tolinski is co-host of Syntax and the creator of Level Up Tutorials. In his free time Scott is a dedicated Bboy (breakdancer) & enjoys pushing himself athletically through dance, working out and snowboarding.

Syntax is brought to you by Sentry (https://sentry.io)
",https://yt3.ggpht.com/85DOdKox2vjV-IN5a_gnqr4OHZZBmPvFKv9tS3nWA_V2UGIacZ2_nuTlYzsf82y5eN14QNBEAA=s800-c-k-c0x00ffffff-no-rj,UUyU5wkjgQYGRB0hIHMwm2Sg,1,354000,2024-05-20 17:31:22.7170350,901,29465044
82,UCkrUQVPrv36Musorn0K4KoA,SQLpassion,SQLpassion provides high-quality SQL Server Consulting services for clients around Europe & the US.,https://yt3.ggpht.com/il6TYegzLvI-8n9LjPGePeA18hgf7m30unaqCcbjTxRo433EYA2sddjPiScGKOkdSTnTNZOm=s800-c-k-c0x00ffffff-no-rj,UUkrUQVPrv36Musorn0K4KoA,1,4740,2024-05-20 17:31:22.8253795,80,354306
83,UC0BbBIkELKzYpCKFbnyQWmQ,Example Program,"Free video tutorials on Computer Programming Languages like C C++ ( CPP or C Plus Plus ) Java C# (C sharp) and Python, Example Programs and much more!",https://yt3.ggpht.com/ytc/AIdro_nhCWq_Pbvr8sbpLJnF42EcKEP0UdLTjQUxfLb4Ckh_ng=s800-c-k-c0x00ffffff-no-rj,UU0BbBIkELKzYpCKFbnyQWmQ,1,33100,2024-05-20 17:31:22.8997205,163,5080144
84,UCU3G1AFa1UDhraEjmmeOD_w,IT Ukraine Association,"👩🏼‍💻🇺🇦 We are brave enough to create in spite of war! 

Найбільше професійне об’єднання ІТ-компаній розповідає про глобальні тренди tech індустрії та досягнення української ІТ-індустрії. Доєднуйся!
 
✔️ На каналі цікаво про: 
• тренди та новини галузі;
• лідерів українського ІТ-ринку та наші глобальні проекти;;
• IT-право, HR для tech ринку, освіту, комунікації та інвестиції в IT. 

✔️ IT Ukraine Association: 
• найбільше ІТ-ком’юніті в Україні;
• 135+ компаній та 82 000+ IT-фахівців;
• створюємо проєкти, які сприяють зростанню національної ІТ-індустрії;
• посилюємо технологічне партнерство українського ІТ-бізнесу в світі;
• head office у Києві, представництво в Лондоні та Європі.

🔔 Join. Підпишись на канал та натискай дзвіночок, щоб отримати найцікавіші інсайти.
",https://yt3.ggpht.com/eCowTDn7KiAh4YGTrrWDcrJBP5NGi_b91T5sH846DV-X-iFM9bwk7dXWW3GPUgen0_1PvIbu=s800-c-k-c0x00ffffff-no-rj,UUU3G1AFa1UDhraEjmmeOD_w,2,1930,2024-05-13 16:06:23.3043485,422,139498
85,UCYdokfS3XgxlGhorGy2beOA,G. Tech,GET ENTERTAINED BY TECHNOLOGY,https://yt3.ggpht.com/ytc/AIdro_nzv18qhCFt5FtEN3cZEFlJxGz0Y2NrGPHgGt4-lHz1yQ=s800-c-k-c0x00ffffff-no-rj,UUYdokfS3XgxlGhorGy2beOA,1,14600,2024-05-20 17:31:22.9676741,161,1191265
86,UCbF-4yQQAWw-UnuCd2Azfzg,Christopher Okhravi,"Programming Lectures + Book Reviews | PhD, University Lecturer.

❤️ Patreon Community
https://www.patreon.com/christopherokhravi

Note: Many links on my YouTube channel are affiliate links. Purchasing something via these links has no additional cost for you but gives me a commission.

",https://yt3.ggpht.com/ytc/AIdro_ltjVRHqRzLDNZtPl5CXwezz1QRKpc0vha5gD4gfUlC8J4=s800-c-k-c0x00ffffff-no-rj,UUbF-4yQQAWw-UnuCd2Azfzg,1,152000,2024-05-20 17:31:23.0538722,209,7397841
87,UCiaZbznpWV1o-KLxj8zqR6A,.NET Foundation,"You've found the heartbeat of .NET—where projects and communities come together to get things done in our open-source world. Share your skills for the greater good. Meet in person, get involved virtually, and stay on top of the latest news, meetups, and events.

Join us for .NET Community Standups every Tuesday and Thursday, On.NET, The Xamarin Show, Design Reviews, and more!

https://www.youtube.com/c/NETFoundation",https://yt3.ggpht.com/ytc/AIdro_kYQyo06jYwx1PRaREzxdNOeuLlShj2Tzwu_dylgEsevQ=s800-c-k-c0x00ffffff-no-rj,UUiaZbznpWV1o-KLxj8zqR6A,1,33800,2024-05-20 17:31:23.1453117,826,1190131
88,UCP4bf6IHJJQehibu6ai__cg,Firebase,The YouTube channel for all things Firebase! Learn how to build awesome apps with hands-on tutorials from the Firebase team. Firebase helps you build better mobile apps and grow your business.,https://yt3.ggpht.com/GsP5Yvc5jOSop4SJf_75wdOYaEbO-7ZyYhnARodAGRnEMh-OQjGPGzUz2ZtzsHPtqFyHGvmbEtI=s800-c-k-c0x00ffffff-no-rj,UUP4bf6IHJJQehibu6ai__cg,1,378000,2024-05-20 17:31:23.2121636,843,163781394
89,UCDAck-gFPTrgTx_qp59-bQA,Mischa van den Burg,"Welcome to my channel. I’m Mischa, Microsoft MVP and soon to be Kubestronaut. I make videos on DevOps, Note Taking & Productivity, Cloud Native, Neovim, Kubernetes, Azure, Infrastructure as Code, Go programming, MacOS & Linux. 

I also run an educational community & content platform on Skool with a team of experts, lifting Juniors to Seniors and Seniors to Experts. 
",https://yt3.ggpht.com/DuoOQcZg9KpLufdRC_8zdh4CIuKeWCmCLg7DCjXX6YD0Ut2ipJ-P0w8aHfks6-nr6H0aFDxnlQ=s800-c-k-c0x00ffffff-no-rj,UUDAck-gFPTrgTx_qp59-bQA,1,9270,2024-05-20 17:31:25.3775467,191,755483
90,UCGKoa4FuG7kI3rKnzhgGPeQ,Erik Darling,"SQL Server stuff.

If you like what you see here, you'll love my advanced performance tuning training:. This link will get you 75% off your order:
https://training.erikdarling.com/?coupon=SPRINGCLEANING",https://yt3.ggpht.com/ytc/AIdro_le_fDpgGJ0Y_GMgcmsyxam5l_0_2cZONJVd214HGKtSg=s800-c-k-c0x00ffffff-no-rj,UUGKoa4FuG7kI3rKnzhgGPeQ,1,3430,2024-05-20 17:31:25.4578929,288,196760
91,UCfvJirlbRTN-bU9sMWMb_ZQ,Fritz's Tech Tips and Chatter,,https://yt3.ggpht.com/NaUraHZI0IugkBLtaHN_VwgekcmZAXxZ6_OhdXhCU5WES1RFQ4Lp6DlJibOk9p0g_WyE-T-ppic=s800-c-k-c0x00ffffff-no-rj,UUfvJirlbRTN-bU9sMWMb_ZQ,1,13000,2024-05-20 17:31:26.2544023,586,731581
92,UCHa8PhMFCL_pUZ2HchgwP2w,Vladyslav Ushakov,"Мене звати Владислав Ушаков я Амбасадор IT в Україні. В IT більше 8-ми років, за цей час я працював на позиціях team lead, tech lead, керував командою розробки та допрацювався до senior позиції. Останні два роки я займаюсь навчанням і розвитком програмістів. Заснував школу програмування MindCode і за цей час навчив програмувати більше 2000 людей.

На цьому каналі відповідаю на найпопулярніші питання з айті сфери, розповідаю про складні речі простими словами. Розбиваю стереотипи о програмуванні та ділюсь корисними лайфхаками для початківців.
",https://yt3.ggpht.com/fWrYslOIkEZNy7lAEy7mmyXa4Ebnl1IzgcxPEZ-n8Nvlg7Fbq1Mq_ypuPv2AlpJdGqTFK-FcuA=s800-c-k-c0x00ffffff-no-rj,UUHa8PhMFCL_pUZ2HchgwP2w,2,1910,2024-05-13 16:06:23.8886246,229,346802
93,UCdngmbVKX1Tgre699-XLlUA,TechWorld with Nana,"Help people learn DevOps & Cloud easily 💙

I create new videos every month, topics include mainly DevOps and Cloud tutorials. Subscribe and activate bell notification so you don't miss new videos :)

I'm a Docker Captain, AWS Container Hero & CNCF Ambassador 🤓  💪

►  https://www.techworld-with-nana.com/

Some topics covered:
 - Docker
 - Kubernetes
 - CI/CD - GitLab CI, GitHub Actions, Jenkins
 - Python
 - Ansible
 - Prometheus Monitoring
 - Terraform
 - YAML
 - & more!

Have fun watching my videos! 🙂",https://yt3.ggpht.com/kXyR8Aa32KXnZWVdkAFUYK5utM752kSJPHGtYiJ4ev6BmdFHi-dl1EFbI3TogmHBjszwc7m2=s800-c-k-c0x00ffffff-no-rj,UUdngmbVKX1Tgre699-XLlUA,1,1060000,2024-05-20 17:31:26.3777528,119,55663094
94,UC2oHIO5pU-Uceb_xmbvzDPg,Task Informatics,"Відео-розв’язки практичних завдань з шкільної інформатики за підручниками 5-11 класів
",https://yt3.ggpht.com/m9FKJ6BFaudkzs2T8hUIcijLJQidXqe8RplkhCbK3RfZa7-bx9zQb9FtnI35FkIJ7ou-44lrkqY=s800-c-k-c0x00ffffff-no-rj,UU2oHIO5pU-Uceb_xmbvzDPg,3,41900,2024-05-02 14:22:12.0511249,2251,16819407
95,UC8wZnXYK_CGKlBcZp-GxYPA,NeuralNine,"NeuralNine is an educational brand focusing on programming, machine learning and computer science in general! Let's develop brains!

◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾◾
📚 Programming Books & Merch 📚
💻 The Algorithm Bible Book: https://www.neuralnine.com/books/
🐍 The Python Bible Book: https://www.neuralnine.com/books/
👕 Programming Merch: https://www.neuralnine.com/shop

🌐 Social Media & Contact 🌐 
📱 Website: https://www.neuralnine.com/
📷 Instagram: https://www.instagram.com/neuralnine
🐦 Twitter: https://twitter.com/neuralnine
🤵 LinkedIn: https://www.linkedin.com/company/neuralnine/
📁 GitHub: https://github.com/NeuralNine 

🖥️ My Coding Setup 🖥️
⌨️ Keyboard: http://hyperurl.co/neuralkeyboard
🖱️ Mouse: http://hyperurl.co/neuralmouse
🖥️ Monitor: http://hyperurl.co/neuralmonitor
🎙️ Microphone: http://hyperurl.co/neuralmicrophone
✏️ Drawing Tablet: http://hyperurl.co/neuraldraw

🎵 Outro Music From: https://www.bensound.com/",https://yt3.ggpht.com/mUAVlzjzD4g581jDzS5Hkn6dnuFz1BeCZMQVomvZDiKN2o6MpdO4DbFq88k1coYjOHDmdypH5Q=s800-c-k-c0x00ffffff-no-rj,UU8wZnXYK_CGKlBcZp-GxYPA,1,338000,2024-05-20 17:31:27.4441683,747,26748810
96,UCcabW7890RKJzL968QWEykA,CS50,"This is CS50, Harvard University's introduction to the intellectual enterprises of computer science and the art of programming. Demanding, but definitely doable. Social, but educational. A focused topic, but broadly applicable skills. CS50 is the quintessential Harvard (and Yale!) course.",https://yt3.ggpht.com/ytc/AIdro_m7MWMBm4PynPndRMCxUEfNcU9Eufkk5ZkYI5RNjPchQ_c=s800-c-k-c0x00ffffff-no-rj,UUcabW7890RKJzL968QWEykA,1,1850000,2024-05-20 17:31:27.5479774,2203,115075116
97,UCWv7vMbMWH4-V0ZXdmDpPBA,Programming with Mosh,"Hi! I'm Mosh 👋, a software engineer with over 20 years of experience.  I'm all about clear, concise, practical coding tutorials – no fluff, just the good stuff! My courses focus on real-world projects and the skills that will get you hired. I've helped millions of students transform their careers. 

Want to level up your skills? Subscribe and hit the bell to get notified when I upload new videos!
",https://yt3.ggpht.com/ebu9ZksIXw0tUWBZd6rtk-It8VGSk8AdfSI_eGR-fl6WGet9LnVPngNQCmjdLJeGXpuylwYInQ=s800-c-k-c0x00ffffff-no-rj,UUWv7vMbMWH4-V0ZXdmDpPBA,1,3900000,2024-05-20 17:31:27.6791947,221,200696832
98,UCGd8ACZ918e3EjbWxiuyK-A,Gui Ferreira,"I help .NET Developers level up their skills. 🚀

Hey friends! 👋

My name is Guilherme, but you can call me Gui if Portuguese 🇵🇹 pronunciation is not your thing.   

I see myself as a Minimalist Software Craftsman. That says a lot of what I talk about here.  

So, why this YouTube channel? 
To share with you to simplify your life as a Developer through knowledge, technology and practices. 

See you soon!
",https://yt3.ggpht.com/jZuahA9z499IG2xhjKZ5VsuGwHoGJhouYi5CMI7Pi0yiW97-RYjnWYo3_q1ACDEcag55oBu9=s800-c-k-c0x00ffffff-no-rj,UUGd8ACZ918e3EjbWxiuyK-A,1,10400,2024-05-20 17:31:27.7623770,105,378396
99,UCiYjpuUaSfkvdZkmtDU7JRw,MyOnlineTrainingHub,"Teaching you Excel and Power BI skills that will get you noticed and promoted. For more, check out my courses here:  https://www.myonlinetraininghub.com/courses",https://yt3.ggpht.com/Y4G1GP_LMul2Zc8vAmagnRAdsWoqewhGbLzr8z4ZqhZdNTHpRQcGiUv0bEHoFEZWQDVkkQIn=s800-c-k-c0x00ffffff-no-rj,UUiYjpuUaSfkvdZkmtDU7JRw,1,605000,2024-05-20 17:31:27.8899986,305,42468052
100,UCW6TXMZ5Pq6yL6_k5NZ2e0Q,Socratica,"Socratica makes high-quality educational videos on math, science, computer programming and more.  
We're a couple of Caltech grads who believe you deserve better videos. You'll #LearnMore with us!

Find special videos & extras at
💜🦉 https://www.socratica.com

Our Book: How to Be a Great Student
💜🦉  https://amzn.to/3t5jeH3

Socratica Hoodie:
💜🦉 https://shop.socratica.com/products/socratica-greek-unisex-hoodie

Socratica Python shirt:
💜🦉  https://shop.socratica.com/products/python-by-socratica

Join our mailing list for special messages:
💜🦉  https://www.socratica.com/email-groups/socratica?mode=signup

♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥
To​ ​help​ ​us​ ​make​ ​videos more quickly,​ ​you​ ​can​ ​support​ Socratica at:

​Patreon​:  
💜🦉 https://www.patreon.com/socratica  

Socratica Paypal:  
💜🦉 https://www.paypal.me/socratica 
 
Bitcoin:
💜🦉  bc1qda47tgfyk67lxa7yqn8y5m02hjcglghsd5c58n

Here are some of our favourite products on Amazon with affiliate links.
💜🦉 https://www.amazon.com/shop/socratica

",https://yt3.ggpht.com/ytc/AIdro_nlQXdvRf6MAxtAI_K012Y74lTmud915EMTOQ8xvMLFmTI=s800-c-k-c0x00ffffff-no-rj,UUW6TXMZ5Pq6yL6_k5NZ2e0Q,1,881000,2024-05-20 17:31:27.9609290,660,59206117
101,UCUT3pHHoV5Kvnk-3F0boTWg,Ervis Trupja,"Welcome to my programming channel! Join me for tutorials on .NET and more. Let's explore coding together! You'll learn by building real applications.

Connect on other platforms: 
✔️ https://twitter.com/ervis_trupja
✔️ https://linkedin.com/in/ervistrupja
✔️ https://www.udemy.com/user/ervis-trupja/
✔️ https://www.pluralsight.com/authors/ervis-trupja
✔️ https://www.linkedin.com/learning/instructors/ervis-trupja

#csharp #javascript #aspnetcore 
",https://yt3.ggpht.com/dHdhmIFuEqkYPuveoVSB6UQ8ypnFNu61ac3LbRLi3X8Z1MXHO5q9XckCSuT7ZEzirC7UIJ3mHg=s800-c-k-c0x00ffffff-no-rj,UUUT3pHHoV5Kvnk-3F0boTWg,1,21700,2024-05-20 17:31:28.0302661,345,3977130
102,UCkaGXH_Yzq45qJ-Em0612-Q,Jono Williams,,https://yt3.ggpht.com/EUlCdfCOZd6GQN_4MWvL5IFNLdUFUIKS3p1m-5GTE5BRTzQpWRRfw18aOeWGneH12pYDoUvy=s800-c-k-c0x00ffffff-no-rj,UUkaGXH_Yzq45qJ-Em0612-Q,1,6480,2024-05-20 17:31:28.7355114,20,227430
103,UCwd5VFu4KoJNjkWJZMFJGHQ,Jacob Sorber,"Welcome to my channel. I post videos that help you learn to program and become a more confident software developer. I cover beginner-to-advanced systems topics ranging from network programming, threads, processes, operating systems, embedded systems and others. I help you get under-the-hood to better understand how computers work and how you can use them to become stronger students and more capable professional developers.

About me: I'm a computer scientist, electrical engineer, researcher, and teacher. I specialize in embedded systems, mobile computing, sensor networks, and the Internet of Things. 

More about me and what I do:
https://www.jacobsorber.com
https://people.cs.clemson.edu/~jsorber/
http://persist.cs.clemson.edu/

To Support the Channel:
+ like, subscribe, spread the word
+ contribute via Patreon --- [https://www.patreon.com/jacobsorber]

Source code is also available to Patreon supporters. --- [https://jsorber-youtube-source.herokuapp.com/]
",https://yt3.ggpht.com/ytc/AIdro_nt-l6F3QsGpl-7yw58sJoyCOr9MEd9vrpc4W16BKLxAVU=s800-c-k-c0x00ffffff-no-rj,UUwd5VFu4KoJNjkWJZMFJGHQ,1,157000,2024-05-20 17:31:28.8152128,290,10170633
104,UCQCzjgSa3yBeV1BIYYLf61A,Lets Do Coding,,https://yt3.ggpht.com/ytc/AIdro_nEUjCnrzOOsuZxk38vxMJ-W6saSiJLJH7lbfsliSekqw=s800-c-k-c0x00ffffff-no-rj,UUQCzjgSa3yBeV1BIYYLf61A,1,860,2024-05-20 17:31:28.8990807,31,71939
105,UCSDWSxMz01zgBIuuuXXTO-Q,Christopher Fuhrman,,https://yt3.ggpht.com/ytc/AIdro_kLhElDI_AAXutv_TqhJ-RG8DbywQIgEE6qoVSPOd-Q_w=s800-c-k-c0x00ffffff-no-rj,UUSDWSxMz01zgBIuuuXXTO-Q,1,312,2024-05-20 17:31:28.9791430,4,146915
107,UC7yZ6keOGsvERMp2HaEbbXQ,devaslife,"I'm an indie app developer based in Osaka, Japan.
I'm currently living off of my own product called Inkdrop - a Markdown note-taking app (https://www.inkdrop.app/ ).
I would like to publish my videos about: how to build good apps, how to attract users, my hobbies, etc.

NOTE: I don't answer any personal questions - Please don't send me emails.
",https://yt3.ggpht.com/a5wTd7vJ4FmYgL5LLjWkfBJCU2TLLafB8rSIZ39pYN4Aqul5yh2gUarS8yMCj7JOVplEh4WjKQ=s800-c-k-c0x00ffffff-no-rj,UU7yZ6keOGsvERMp2HaEbbXQ,1,199000,2024-05-20 17:31:29.0590701,66,11183099
